timestamp_ms,timestamp_str,cycle,predicted_class,confidence,all_probs,confirmed
1084233,00:18:04,73,background,0.4124,0.028;0.412;0.020;0.288;0.169;0.083,0
1099275,00:18:19,74,great_horned_owl,0.3784,0.013;0.129;0.011;0.378;0.378;0.091,0
1114313,00:18:34,75,background,0.5534,0.038;0.553;0.008;0.271;0.093;0.038,0
1129353,00:18:49,76,background,0.3430,0.034;0.343;0.028;0.240;0.287;0.069,0
1144393,00:19:04,77,red_tailed_hawk,0.4613,0.018;0.158;0.015;0.270;0.461;0.077,0
1159436,00:19:19,78,great_horned_owl,0.4164,0.017;0.244;0.020;0.416;0.204;0.100,0
1174473,00:19:34,79,great_horned_owl,0.3943,0.023;0.276;0.011;0.394;0.135;0.161,0
1189515,00:19:49,80,great_horned_owl,0.4087,0.023;0.286;0.010;0.409;0.239;0.033,0
1204553,00:20:04,81,great_horned_owl,0.3810,0.026;0.267;0.015;0.381;0.267;0.045,0
1219593,00:20:19,82,background,0.3602,0.025;0.360;0.014;0.301;0.176;0.123,0
1234633,00:20:34,83,great_horned_owl,0.3448,0.020;0.169;0.010;0.345;0.288;0.169,0
1249673,00:20:49,84,great_horned_owl,0.3624,0.035;0.253;0.021;0.362;0.303;0.025,0
1264713,00:21:04,85,background,0.3348,0.039;0.335;0.016;0.234;0.280;0.096,0
1279753,00:21:19,86,background,0.6537,0.109;0.654;0.054;0.092;0.015;0.077,0
1294795,00:21:34,87,background,0.3045,0.125;0.305;0.043;0.125;0.149;0.255,0
1309833,00:21:49,88,red_tailed_hawk,0.4391,0.036;0.088;0.030;0.150;0.439;0.257,0
1324873,00:22:04,89,red_tailed_hawk,0.4826,0.016;0.165;0.007;0.282;0.483;0.047,0
1339913,00:22:19,90,great_horned_owl,0.4168,0.008;0.119;0.005;0.417;0.417;0.034,0
1354953,00:22:34,91,red_tailed_hawk,0.4409,0.025;0.258;0.009;0.216;0.441;0.052,0
1369993,00:22:49,92,red_tailed_hawk,0.7146,0.017;0.100;0.008;0.120;0.715;0.041,1
1385289,00:23:05,93,background,0.3033,0.061;0.303;0.025;0.254;0.254;0.104,0
1400329,00:23:20,94,background,0.3066,0.025;0.307;0.018;0.256;0.307;0.088,0
1415369,00:23:35,95,background,0.5669,0.066;0.567;0.027;0.194;0.066;0.079,0
1430409,00:23:50,96,red_tailed_hawk,0.4890,0.033;0.167;0.014;0.239;0.489;0.057,0
1445449,00:24:05,97,background,0.3156,0.063;0.316;0.022;0.316;0.221;0.063,0
1460489,00:24:20,98,red_tailed_hawk,0.4106,0.057;0.168;0.028;0.168;0.411;0.168,0
1475529,00:24:35,99,background,0.3666,0.051;0.367;0.021;0.256;0.179;0.125,0
1490571,00:24:50,100,background,0.4416,0.036;0.442;0.025;0.309;0.126;0.062,0
1505609,00:25:05,101,background,0.5501,0.031;0.550;0.018;0.269;0.077;0.054,0
1520649,00:25:20,102,background,0.3790,0.037;0.379;0.037;0.185;0.044;0.317,0
1535689,00:25:35,103,background,0.3933,0.046;0.393;0.016;0.329;0.161;0.055,0
1550729,00:25:50,104,red_tailed_hawk,0.5701,0.011;0.095;0.005;0.279;0.570;0.039,1
1566037,00:26:06,105,red_tailed_hawk,0.5337,0.031;0.128;0.015;0.218;0.534;0.075,1
1581325,00:26:21,106,background,0.4065,0.014;0.407;0.008;0.407;0.068;0.097,0
1596361,00:26:36,107,red_tailed_hawk,0.3499,0.029;0.245;0.014;0.293;0.350;0.070,0
1611401,00:26:51,108,great_horned_owl,0.3142,0.031;0.263;0.015;0.314;0.314;0.063,0
1626441,00:27:06,109,background,0.3433,0.034;0.343;0.014;0.287;0.240;0.082,0
1641481,00:27:21,110,background,0.4476,0.219;0.448;0.044;0.183;0.044;0.063,0
1656521,00:27:36,111,red_tailed_hawk,0.3730,0.044;0.218;0.015;0.261;0.373;0.089,0
1671561,00:27:51,112,great_horned_owl,0.4022,0.028;0.281;0.007;0.402;0.235;0.047,0
1686603,00:28:06,113,great_horned_owl,0.3572,0.024;0.299;0.010;0.357;0.250;0.060,0
1701641,00:28:21,114,red_tailed_hawk,0.6730,0.023;0.113;0.011;0.135;0.673;0.046,1
1716946,00:28:36,115,great_horned_owl,0.4076,0.016;0.167;0.011;0.408;0.341;0.057,0
1731977,00:28:51,116,background,0.3319,0.032;0.332;0.016;0.332;0.232;0.056,0
1747017,00:29:07,117,great_horned_owl,0.3059,0.018;0.256;0.010;0.306;0.306;0.105,0
1762057,00:29:22,118,background,0.3806,0.022;0.381;0.011;0.381;0.130;0.076,0
1777099,00:29:37,119,great_horned_owl,0.3246,0.027;0.271;0.013;0.325;0.271;0.093,0
1792137,00:29:52,120,great_horned_owl,0.3562,0.017;0.298;0.008;0.356;0.249;0.071,0
1807177,00:30:07,121,background,0.3124,0.031;0.312;0.009;0.312;0.261;0.075,0
1822217,00:30:22,122,red_tailed_hawk,0.6276,0.010;0.030;0.012;0.105;0.628;0.215,1
1837521,00:30:37,123,background,0.5965,0.041;0.596;0.017;0.204;0.058;0.083,0
1852553,00:30:52,124,great_horned_owl,0.3011,0.014;0.123;0.008;0.301;0.252;0.301,0
1867595,00:31:07,125,red_tailed_hawk,0.4082,0.040;0.200;0.010;0.285;0.408;0.057,0
1882633,00:31:22,126,red_tailed_hawk,0.4775,0.033;0.195;0.019;0.195;0.478;0.080,0
1897673,00:31:37,127,background,0.6219,0.017;0.622;0.009;0.254;0.025;0.073,0
1912713,00:31:52,128,background,0.3266,0.046;0.327;0.032;0.327;0.191;0.078,0
1927753,00:32:07,129,red_tailed_hawk,0.5019,0.041;0.144;0.024;0.205;0.502;0.084,1
1943059,00:32:23,130,red_tailed_hawk,0.7861,0.009;0.013;0.015;0.045;0.786;0.132,1
1958353,00:32:38,131,background,0.4127,0.058;0.413;0.024;0.289;0.169;0.048,0
1973387,00:32:53,132,background,0.3649,0.073;0.365;0.017;0.305;0.178;0.061,0
1988425,00:33:08,133,background,0.6255,0.051;0.626;0.021;0.179;0.036;0.088,0
2003465,00:33:23,134,red_tailed_hawk,0.5624,0.055;0.113;0.023;0.192;0.562;0.055,1
2018777,00:33:38,135,red_tailed_hawk,0.5929,0.028;0.119;0.017;0.203;0.593;0.041,1
2034073,00:33:54,136,red_tailed_hawk,0.7663,0.018;0.063;0.015;0.107;0.766;0.031,1
2049372,00:34:09,137,great_horned_owl,0.3925,0.019;0.230;0.019;0.393;0.275;0.066,0
2064395,00:34:24,138,red_tailed_hawk,0.4982,0.058;0.204;0.029;0.170;0.498;0.041,0
2079433,00:34:39,139,background,0.4514,0.037;0.451;0.026;0.221;0.221;0.044,0
2094473,00:34:54,140,background,0.2804,0.056;0.280;0.023;0.280;0.196;0.164,0
2109513,00:35:09,141,western_meadowlark,0.3120,0.031;0.218;0.026;0.261;0.153;0.312,0
2124553,00:35:24,142,background,0.4287,0.017;0.429;0.012;0.210;0.123;0.210,0
2139593,00:35:39,143,red_tailed_hawk,0.4615,0.026;0.189;0.015;0.270;0.462;0.038,0
2154635,00:35:54,144,great_horned_owl,0.3291,0.039;0.275;0.027;0.329;0.275;0.055,0
2169673,00:36:09,145,background,0.5337,0.031;0.534;0.015;0.218;0.128;0.075,0
2184713,00:36:24,146,background,0.4337,0.030;0.434;0.010;0.254;0.212;0.061,0
2199753,00:36:39,147,background,0.6812,0.013;0.681;0.009;0.163;0.019;0.114,0
2214793,00:36:54,148,great_horned_owl,0.3268,0.027;0.273;0.011;0.327;0.229;0.134,0
2229833,00:37:09,149,great_horned_owl,0.4052,0.033;0.237;0.008;0.405;0.283;0.033,0
2244873,00:37:24,150,background,0.3516,0.049;0.352;0.017;0.352;0.172;0.059,0
2259915,00:37:39,151,red_tailed_hawk,0.3859,0.026;0.226;0.013;0.323;0.386;0.026,0
2274953,00:37:54,152,background,0.4883,0.082;0.488;0.023;0.239;0.140;0.028,0
2289993,00:38:09,153,red_tailed_hawk,0.6132,0.017;0.103;0.007;0.210;0.613;0.050,1
2305305,00:38:25,154,red_tailed_hawk,0.3221,0.032;0.269;0.015;0.269;0.322;0.092,0
2320329,00:38:40,155,red_tailed_hawk,0.3075,0.051;0.257;0.043;0.215;0.307;0.126,0
2335369,00:38:55,156,background,0.2892,0.069;0.289;0.028;0.242;0.202;0.169,0
2350411,00:39:10,157,red_tailed_hawk,0.3840,0.054;0.269;0.015;0.225;0.384;0.054,0
2365449,00:39:25,158,red_tailed_hawk,0.3557,0.024;0.249;0.014;0.297;0.356;0.060,0
2380489,00:39:40,159,red_tailed_hawk,0.6041,0.029;0.101;0.020;0.145;0.604;0.101,1
2395809,00:39:55,160,background,0.3702,0.052;0.370;0.025;0.310;0.181;0.062,0
2410825,00:40:10,161,background,0.3088,0.043;0.309;0.018;0.309;0.216;0.106,0
2425865,00:40:25,162,great_horned_owl,0.3403,0.023;0.285;0.014;0.340;0.199;0.139,0
2440905,00:40:40,163,red_tailed_hawk,0.3096,0.030;0.259;0.036;0.259;0.310;0.106,0
2455947,00:40:55,164,western_meadowlark,0.8032,0.013;0.011;0.022;0.016;0.134;0.803,1
2471266,00:41:11,165,red_tailed_hawk,0.4873,0.028;0.167;0.011;0.238;0.487;0.068,0
2486281,00:41:26,166,background,0.3997,0.039;0.400;0.019;0.280;0.196;0.067,0
2501321,00:41:41,167,background,0.4106,0.020;0.411;0.016;0.287;0.168;0.098,0
2516361,00:41:56,168,background,0.5063,0.050;0.506;0.024;0.248;0.101;0.071,0
2531401,00:42:11,169,background,0.4569,0.037;0.457;0.037;0.267;0.045;0.156,0
2546443,00:42:26,170,background,0.5562,0.032;0.556;0.019;0.228;0.054;0.111,0
2561484,00:42:41,171,background,0.3617,0.042;0.362;0.025;0.212;0.212;0.148,0
2576521,00:42:56,172,background,0.3590,0.035;0.359;0.042;0.210;0.103;0.251,0
2591561,00:43:11,173,red_tailed_hawk,0.5000,0.014;0.029;0.024;0.084;0.500;0.350,1
2606883,00:43:26,174,american_crow,0.4765,0.476;0.114;0.095;0.095;0.056;0.163,1
2622178,00:43:42,175,background,0.6756,0.023;0.676;0.011;0.231;0.013;0.046,0
2637193,00:43:57,176,background,0.7808,0.064;0.781;0.053;0.053;0.004;0.045,0
2652235,00:44:12,177,background,0.3214,0.031;0.321;0.022;0.225;0.131;0.269,0
2667273,00:44:27,178,background,0.3287,0.027;0.329;0.011;0.329;0.192;0.112,0
2682313,00:44:42,179,red_tailed_hawk,0.4255,0.029;0.208;0.017;0.249;0.426;0.071,0
2697353,00:44:57,180,red_tailed_hawk,0.6027,0.010;0.101;0.010;0.206;0.603;0.071,1
2712682,00:45:12,181,great_horned_owl,0.3870,0.015;0.271;0.011;0.387;0.271;0.045,0
2727689,00:45:27,182,great_horned_owl,0.5068,0.017;0.296;0.006;0.507;0.145;0.029,0
2742731,00:45:42,183,great_horned_owl,0.5757,0.009;0.282;0.009;0.576;0.056;0.067,0
2757769,00:45:57,184,great_horned_owl,0.5520,0.008;0.226;0.005;0.552;0.132;0.077,0
2772809,00:46:12,185,great_horned_owl,0.5568,0.005;0.326;0.003;0.557;0.055;0.055,0
2787849,00:46:27,186,background,0.2702,0.013;0.270;0.032;0.270;0.189;0.226,0
2802889,00:46:42,187,red_tailed_hawk,0.6408,0.007;0.052;0.009;0.183;0.641;0.107,1
2818217,00:46:58,188,great_horned_owl,0.4686,0.011;0.160;0.008;0.469;0.274;0.078,0
2833227,00:47:13,189,background,0.5363,0.021;0.536;0.015;0.262;0.090;0.075,0
2848265,00:47:28,190,great_horned_owl,0.4802,0.009;0.402;0.006;0.480;0.047;0.056,0
2863305,00:47:43,191,background,0.4751,0.019;0.475;0.013;0.332;0.047;0.114,0
2878345,00:47:58,192,background,0.9215,0.026;0.922;0.011;0.037;0.001;0.004,0
2893385,00:48:13,193,western_meadowlark,0.3509,0.034;0.100;0.049;0.172;0.293;0.351,0
2908425,00:48:28,194,red_tailed_hawk,0.3708,0.074;0.074;0.021;0.089;0.371;0.371,0
2923465,00:48:43,195,great_horned_owl,0.4137,0.014;0.289;0.012;0.414;0.202;0.069,0
2938507,00:48:58,196,background,0.5140,0.035;0.514;0.029;0.210;0.035;0.176,0
2953545,00:49:13,197,background,0.3247,0.016;0.325;0.016;0.227;0.190;0.227,0
2968585,00:49:28,198,red_tailed_hawk,0.5566,0.013;0.065;0.016;0.190;0.557;0.159,1
2983916,00:49:43,199,red_tailed_hawk,0.3577,0.024;0.209;0.012;0.250;0.358;0.146,0
2998921,00:49:58,200,background,0.2945,0.024;0.294;0.020;0.294;0.246;0.120,0
3013961,00:50:13,201,background,0.6991,0.014;0.699;0.014;0.200;0.033;0.040,0
3029003,00:50:29,202,red_tailed_hawk,0.8331,0.028;0.020;0.023;0.068;0.833;0.028,1
3044330,00:50:44,203,red_tailed_hawk,0.4626,0.013;0.111;0.011;0.271;0.463;0.132,0
3059337,00:50:59,204,great_horned_owl,0.3165,0.037;0.265;0.031;0.316;0.221;0.129,0
3074377,00:51:14,205,background,0.3763,0.026;0.376;0.015;0.376;0.154;0.053,0
3089417,00:51:29,206,background,0.3359,0.033;0.336;0.019;0.281;0.235;0.096,0
3104457,00:51:44,207,background,0.3960,0.023;0.396;0.016;0.277;0.194;0.095,0
3119497,00:51:59,208,background,0.4839,0.016;0.484;0.008;0.338;0.057;0.097,0
3134539,00:52:14,209,background,0.3553,0.050;0.355;0.017;0.249;0.208;0.122,0
3149577,00:52:29,210,background,0.4175,0.017;0.418;0.017;0.349;0.100;0.100,0
3164617,00:52:44,211,great_horned_owl,0.4364,0.025;0.305;0.012;0.436;0.179;0.043,0
3179657,00:52:59,212,great_horned_owl,0.4291,0.025;0.251;0.017;0.429;0.176;0.103,0
3194697,00:53:14,213,background,0.4103,0.028;0.410;0.016;0.287;0.201;0.057,0
3209737,00:53:29,214,background,0.4680,0.022;0.468;0.013;0.391;0.078;0.027,0
3224779,00:53:44,215,great_horned_owl,0.4100,0.023;0.343;0.008;0.410;0.168;0.048,0
3239817,00:53:59,216,great_horned_owl,0.3387,0.019;0.237;0.009;0.339;0.339;0.057,0
3254857,00:54:14,217,background,0.5628,0.019;0.563;0.009;0.275;0.079;0.055,0
3269897,00:54:29,218,great_horned_owl,0.4907,0.010;0.287;0.005;0.491;0.168;0.040,0
3284937,00:54:44,219,great_horned_owl,0.4781,0.016;0.234;0.005;0.478;0.234;0.033,0
3299977,00:54:59,220,great_horned_owl,0.4120,0.017;0.345;0.028;0.412;0.141;0.058,0
3315019,00:55:15,221,background,0.4735,0.027;0.473;0.009;0.396;0.055;0.039,0
3330057,00:55:30,222,background,0.5722,0.023;0.572;0.011;0.280;0.047;0.067,0
3345097,00:55:45,223,background,0.6166,0.021;0.617;0.021;0.176;0.042;0.123,0
3360137,00:56:00,224,background,0.5713,0.013;0.571;0.009;0.334;0.033;0.039,0
3375177,00:56:15,225,great_horned_owl,0.4556,0.013;0.319;0.013;0.456;0.109;0.091,0
3390217,00:56:30,226,background,0.6365,0.021;0.636;0.015;0.260;0.036;0.030,0
3405257,00:56:45,227,background,0.4945,0.020;0.494;0.028;0.289;0.069;0.099,0
3420299,00:57:00,228,background,0.7011,0.011;0.701;0.016;0.240;0.011;0.020,0
3435337,00:57:15,229,background,0.6391,0.075;0.639;0.026;0.128;0.026;0.107,0
3450377,00:57:30,230,background,0.4889,0.028;0.489;0.082;0.167;0.117;0.117,0
3465417,00:57:45,231,background,0.6519,0.013;0.652;0.006;0.267;0.031;0.031,0
3480457,00:58:00,232,background,0.5866,0.028;0.587;0.034;0.201;0.034;0.117,0
3495497,00:58:15,233,background,0.4078,0.033;0.408;0.020;0.341;0.117;0.082,0
3510537,00:58:30,234,background,0.5447,0.026;0.545;0.018;0.266;0.053;0.091,0
3525576,00:58:45,235,background,0.3911,0.022;0.391;0.019;0.274;0.229;0.065,0
3540617,00:59:00,236,background,0.5213,0.021;0.521;0.015;0.305;0.087;0.051,0
3555657,00:59:15,237,background,0.4899,0.007;0.490;0.006;0.410;0.040;0.048,0
3570697,00:59:30,238,background,0.5559,0.022;0.556;0.016;0.325;0.027;0.054,0
3585737,00:59:45,239,background,0.5856,0.023;0.586;0.016;0.286;0.048;0.040,0
3600777,01:00:00,240,background,0.7994,0.016;0.799;0.016;0.134;0.013;0.022,0
3615819,01:00:15,241,background,0.4996,0.020;0.500;0.014;0.349;0.058;0.058,0
3630857,01:00:30,242,background,0.4969,0.028;0.497;0.020;0.243;0.070;0.142,0
3645897,01:00:45,243,great_horned_owl,0.3383,0.023;0.198;0.019;0.338;0.283;0.138,0
3660937,01:01:00,244,background,0.5190,0.030;0.519;0.030;0.212;0.061;0.148,0
3675977,01:01:15,245,background,0.6949,0.019;0.695;0.011;0.199;0.048;0.028,0
3691017,01:01:31,246,background,0.4233,0.024;0.423;0.014;0.296;0.121;0.121,0
3706057,01:01:46,247,background,0.5026,0.029;0.503;0.020;0.246;0.059;0.144,0
3721099,01:02:01,248,background,0.4839,0.019;0.484;0.009;0.338;0.081;0.068,0
3736137,01:02:16,249,background,0.3481,0.017;0.348;0.049;0.243;0.100;0.243,0
3751177,01:02:31,250,background,0.3487,0.024;0.349;0.017;0.349;0.143;0.119,0
3766217,01:02:46,251,background,0.5578,0.011;0.558;0.013;0.326;0.027;0.065,0
3781257,01:03:01,252,background,0.5539,0.027;0.554;0.027;0.190;0.093;0.111,0
3796297,01:03:16,253,background,0.4608,0.022;0.461;0.013;0.270;0.158;0.077,0
3811339,01:03:31,254,background,0.4502,0.022;0.450;0.022;0.315;0.129;0.063,0
3826377,01:03:46,255,background,0.5573,0.027;0.557;0.027;0.191;0.065;0.133,0
3841417,01:04:01,256,red_tailed_hawk,0.4973,0.006;0.142;0.006;0.291;0.497;0.058,0
3856457,01:04:16,257,red_tailed_hawk,0.5032,0.005;0.101;0.005;0.352;0.503;0.034,1
3871796,01:04:31,258,great_horned_owl,0.4573,0.015;0.320;0.006;0.457;0.156;0.045,0
3886793,01:04:46,259,background,0.5073,0.029;0.507;0.035;0.248;0.121;0.059,0
3901833,01:05:01,260,background,0.4117,0.034;0.412;0.024;0.344;0.118;0.069,0
3916875,01:05:16,261,background,0.2850,0.028;0.285;0.020;0.285;0.285;0.098,0
3931913,01:05:31,262,red_tailed_hawk,0.4229,0.012;0.101;0.010;0.247;0.423;0.207,0
3946953,01:05:46,263,background,0.4823,0.039;0.482;0.019;0.165;0.097;0.197,0
3961993,01:06:01,264,background,0.4545,0.013;0.454;0.015;0.318;0.109;0.091,0
3977033,01:06:17,265,background,0.4423,0.015;0.442;0.015;0.259;0.181;0.089,0
3992073,01:06:32,266,background,0.6970,0.014;0.697;0.014;0.167;0.011;0.098,0
4007115,01:06:47,267,background,0.4255,0.017;0.425;0.029;0.298;0.146;0.085,0
4022153,01:07:02,268,background,0.6617,0.026;0.662;0.019;0.189;0.026;0.077,0
4037193,01:07:17,269,background,0.6602,0.158;0.660;0.054;0.077;0.005;0.045,0
4052233,01:07:32,270,background,0.6077,0.035;0.608;0.020;0.249;0.029;0.059,0
4067273,01:07:47,271,background,0.8145,0.047;0.815;0.027;0.080;0.005;0.027,0
4082313,01:08:02,272,background,0.5510,0.022;0.551;0.026;0.270;0.054;0.077,0
4097353,01:08:17,273,background,0.7789,0.031;0.779;0.015;0.130;0.018;0.026,0
4112395,01:08:32,274,background,0.7127,0.029;0.713;0.020;0.171;0.034;0.034,0
4127433,01:08:47,275,background,0.7067,0.020;0.707;0.014;0.202;0.024;0.034,0
4142473,01:09:02,276,background,0.6191,0.030;0.619;0.017;0.212;0.035;0.087,0
4157513,01:09:17,277,background,0.6764,0.032;0.676;0.019;0.194;0.032;0.046,0
4172553,01:09:32,278,great_horned_owl,0.3701,0.021;0.310;0.009;0.370;0.216;0.074,0
4187593,01:09:47,279,background,0.4680,0.027;0.468;0.019;0.327;0.094;0.066,0
4202633,01:10:02,280,background,0.6530,0.045;0.653;0.013;0.187;0.076;0.026,0
4217675,01:10:17,281,background,0.5776,0.057;0.578;0.016;0.283;0.028;0.040,0
4232713,01:10:32,282,background,0.7783,0.053;0.778;0.037;0.091;0.009;0.031,0
4247753,01:10:47,283,background,0.5759,0.039;0.576;0.039;0.197;0.115;0.033,0
4262793,01:11:02,284,background,0.6876,0.033;0.688;0.019;0.165;0.039;0.056,0
