timestamp_ms,timestamp_str,cycle,predicted_class,confidence,all_probs,confirmed
1044753,00:17:24,70,western_meadowlark,0.5715,0.019;0.067;0.196;0.067;0.080;0.572,1
1060097,00:17:40,71,western_meadowlark,0.4837,0.040;0.198;0.047;0.116;0.116;0.484,0
1075155,00:17:55,72,western_meadowlark,0.3148,0.037;0.220;0.090;0.184;0.154;0.315,0
1090193,00:18:10,73,california_quail,0.8876,0.007;0.051;0.888;0.017;0.025;0.012,1
1105535,00:18:25,74,california_quail,0.5174,0.061;0.061;0.517;0.061;0.177;0.124,1
1120905,00:18:40,75,background,0.4490,0.037;0.449;0.044;0.449;0.006;0.015,0
1135953,00:18:55,76,california_quail,0.9003,0.009;0.010;0.900;0.009;0.036;0.036,1
1151303,00:19:11,77,great_horned_owl,0.5602,0.046;0.134;0.046;0.560;0.022;0.192,1
1166667,00:19:26,78,background,0.9185,0.018;0.919;0.009;0.053;0.001;0.001,0
1181713,00:19:41,79,great_horned_owl,0.8320,0.016;0.033;0.081;0.832;0.023;0.014,1
1197062,00:19:57,80,california_quail,0.4029,0.033;0.056;0.403;0.033;0.138;0.337,0
1212113,00:20:12,81,california_quail,0.4908,0.024;0.040;0.491;0.034;0.343;0.069,1
1227484,00:20:27,82,red_tailed_hawk,0.5183,0.073;0.087;0.177;0.073;0.518;0.073,1
1242831,00:20:42,83,background,0.6695,0.046;0.669;0.013;0.160;0.046;0.066,0
1257873,00:20:57,84,background,0.7984,0.055;0.798;0.019;0.112;0.001;0.016,0
1272915,00:21:12,85,great_horned_owl,0.8621,0.012;0.071;0.007;0.862;0.014;0.035,1
1288271,00:21:28,86,background,0.3769,0.090;0.377;0.031;0.315;0.003;0.184,0
1303313,00:21:43,87,california_quail,0.3681,0.215;0.308;0.368;0.052;0.021;0.036,0
1318353,00:21:58,88,great_horned_owl,0.8008,0.038;0.112;0.011;0.801;0.011;0.027,1
1333713,00:22:13,89,background,0.4749,0.114;0.475;0.162;0.194;0.016;0.039,0
1348753,00:22:28,90,background,0.8524,0.024;0.852;0.014;0.100;0.000;0.010,0
1363795,00:22:43,91,great_horned_owl,0.8959,0.000;0.030;0.000;0.896;0.000;0.073,1
1379159,00:22:59,92,american_crow,0.8455,0.846;0.048;0.048;0.014;0.040;0.003,1
1394525,00:23:14,93,background,0.4772,0.019;0.477;0.019;0.233;0.056;0.195,0
1409553,00:23:29,94,western_meadowlark,0.3667,0.030;0.214;0.030;0.179;0.179;0.367,0
1424593,00:23:44,95,red_tailed_hawk,0.2976,0.024;0.249;0.035;0.249;0.298;0.146,0
1439633,00:23:59,96,red_tailed_hawk,0.5464,0.011;0.109;0.013;0.267;0.546;0.053,1
1454999,00:24:14,97,great_horned_owl,0.3829,0.022;0.268;0.009;0.383;0.187;0.131,0
1470035,00:24:30,98,background,0.3576,0.042;0.358;0.035;0.358;0.086;0.122,0
1485073,00:24:45,99,background,0.8617,0.020;0.862;0.010;0.101;0.002;0.006,0
1500113,00:25:00,100,background,0.9977,0.001;0.998;0.000;0.001;0.000;0.000,0
1515153,00:25:15,101,background,0.3753,0.018;0.375;0.015;0.375;0.154;0.063,0
1530193,00:25:30,102,red_tailed_hawk,0.6745,0.011;0.079;0.019;0.161;0.674;0.055,1
1545561,00:25:45,103,background,0.7264,0.017;0.726;0.035;0.122;0.071;0.029,0
1560595,00:26:00,104,great_horned_owl,0.3897,0.022;0.273;0.011;0.390;0.273;0.032,0
1575633,00:26:15,105,great_horned_owl,0.5770,0.019;0.197;0.014;0.577;0.165;0.028,1
1591007,00:26:31,106,red_tailed_hawk,0.7045,0.028;0.040;0.012;0.202;0.705;0.014,1
1606369,00:26:46,107,great_horned_owl,0.5883,0.012;0.118;0.008;0.588;0.241;0.034,1
1621727,00:27:01,108,great_horned_owl,0.9160,0.000;0.075;0.000;0.916;0.001;0.007,1
1637089,00:27:17,109,background,0.6816,0.005;0.682;0.000;0.233;0.001;0.080,0
1652113,00:27:32,110,great_horned_owl,0.9008,0.002;0.074;0.000;0.901;0.006;0.018,1
1667497,00:27:47,111,great_horned_owl,0.6259,0.036;0.256;0.004;0.626;0.036;0.043,1
1682858,00:28:02,112,great_horned_owl,0.6509,0.015;0.186;0.007;0.651;0.109;0.031,1
1698215,00:28:18,113,background,0.6568,0.077;0.657;0.054;0.188;0.006;0.018,0
1713233,00:28:33,114,background,0.3640,0.149;0.364;0.087;0.304;0.009;0.087,0
1728273,00:28:48,115,background,0.7301,0.035;0.730;0.042;0.175;0.004;0.014,0
1743313,00:29:03,116,background,0.7207,0.071;0.721;0.012;0.172;0.000;0.024,0
1758355,00:29:18,117,background,0.8628,0.049;0.863;0.020;0.049;0.004;0.014,0
1773393,00:29:33,118,background,0.8502,0.058;0.850;0.024;0.058;0.003;0.007,0
1788433,00:29:48,119,background,0.7600,0.015;0.760;0.036;0.052;0.062;0.074,0
1803473,00:30:03,120,great_horned_owl,0.4758,0.009;0.233;0.005;0.476;0.163;0.114,1
1818857,00:30:18,121,red_tailed_hawk,0.3916,0.006;0.078;0.004;0.328;0.392;0.192,0
1833873,00:30:33,122,background,0.4297,0.072;0.430;0.007;0.359;0.060;0.072,0
1848915,00:30:48,123,background,0.9441,0.005;0.944;0.002;0.038;0.000;0.011,0
1863953,00:31:03,124,background,0.2943,0.008;0.294;0.008;0.294;0.101;0.294,0
1878993,00:31:18,125,red_tailed_hawk,0.3698,0.004;0.106;0.004;0.259;0.370;0.259,0
1894033,00:31:34,126,red_tailed_hawk,0.4338,0.008;0.148;0.007;0.254;0.434;0.148,0
1909073,00:31:49,127,red_tailed_hawk,0.6455,0.009;0.090;0.007;0.185;0.646;0.063,1
1924464,00:32:04,128,red_tailed_hawk,0.4948,0.041;0.169;0.024;0.202;0.495;0.069,1
1939825,00:32:19,129,red_tailed_hawk,0.3724,0.021;0.260;0.021;0.218;0.372;0.107,0
1954835,00:32:34,130,red_tailed_hawk,0.3203,0.018;0.224;0.013;0.268;0.320;0.157,0
1969873,00:32:49,131,great_horned_owl,0.3886,0.022;0.325;0.009;0.389;0.190;0.065,0
1984913,00:33:04,132,background,0.4373,0.073;0.437;0.018;0.366;0.002;0.105,0
1999953,00:33:19,133,great_horned_owl,0.3923,0.192;0.328;0.027;0.392;0.022;0.038,0
2014993,00:33:34,134,background,0.6565,0.031;0.656;0.018;0.225;0.015;0.054,0
2030033,00:33:50,135,background,0.3205,0.022;0.321;0.018;0.321;0.131;0.187,0
2045075,00:34:05,136,western_meadowlark,0.3850,0.022;0.157;0.022;0.188;0.225;0.385,0
2060113,00:34:20,137,background,0.6858,0.067;0.686;0.033;0.164;0.003;0.047,0
2075153,00:34:35,138,background,0.6955,0.048;0.696;0.048;0.116;0.011;0.081,0
2090193,00:34:50,139,background,0.6151,0.060;0.615;0.072;0.210;0.007;0.035,0
2105233,00:35:05,140,background,0.5658,0.231;0.566;0.135;0.046;0.008;0.013,0
2120273,00:35:20,141,great_horned_owl,0.8130,0.016;0.136;0.013;0.813;0.003;0.019,1
2135663,00:35:35,142,background,0.6895,0.097;0.690;0.033;0.165;0.005;0.011,0
2150675,00:35:50,143,background,0.8109,0.032;0.811;0.023;0.095;0.006;0.032,0
2165713,00:36:05,144,background,0.4927,0.034;0.493;0.020;0.345;0.069;0.040,0
2180753,00:36:20,145,background,0.6036,0.059;0.604;0.012;0.206;0.035;0.084,0
2195793,00:36:35,146,background,0.3551,0.014;0.355;0.014;0.248;0.297;0.071,0
2210833,00:36:50,147,background,0.6643,0.016;0.664;0.005;0.190;0.032;0.093,0
2225873,00:37:05,148,background,0.5887,0.034;0.589;0.028;0.168;0.082;0.099,0
2240915,00:37:20,149,background,0.4360,0.015;0.436;0.010;0.365;0.087;0.087,0
2255953,00:37:35,150,background,0.3538,0.029;0.354;0.007;0.354;0.207;0.050,0
2270993,00:37:50,151,great_horned_owl,0.3994,0.019;0.279;0.011;0.399;0.195;0.096,0
2286033,00:38:06,152,great_horned_owl,0.5371,0.011;0.154;0.005;0.537;0.263;0.031,1
2301428,00:38:21,153,great_horned_owl,0.4772,0.011;0.334;0.008;0.477;0.114;0.056,1
2316791,00:38:36,154,great_horned_owl,0.3190,0.045;0.223;0.037;0.319;0.267;0.109,0
2331793,00:38:51,155,red_tailed_hawk,0.3252,0.046;0.272;0.019;0.227;0.325;0.111,0
2346835,00:39:06,156,great_horned_owl,0.3449,0.028;0.288;0.010;0.345;0.288;0.040,0
2361873,00:39:21,157,american_crow,0.6395,0.640;0.153;0.037;0.153;0.010;0.007,1
2377274,00:39:37,158,background,0.8281,0.068;0.828;0.016;0.068;0.004;0.016,0
2392273,00:39:52,159,background,0.5172,0.148;0.517;0.051;0.177;0.021;0.087,0
2407313,00:40:07,160,great_horned_owl,0.3849,0.225;0.188;0.110;0.385;0.054;0.038,0
2422353,00:40:22,161,background,0.4582,0.224;0.458;0.054;0.157;0.054;0.054,0
2437395,00:40:37,162,background,0.7425,0.051;0.743;0.030;0.104;0.012;0.061,0
2452433,00:40:52,163,background,0.6380,0.021;0.638;0.009;0.183;0.075;0.075,0
2467473,00:41:07,164,background,0.4893,0.033;0.489;0.014;0.342;0.098;0.023,0
2482513,00:41:22,165,great_horned_owl,0.4022,0.028;0.235;0.019;0.402;0.235;0.080,0
2497553,00:41:37,166,background,0.5249,0.307;0.525;0.030;0.061;0.025;0.051,0
2512593,00:41:52,167,great_horned_owl,0.4967,0.170;0.142;0.024;0.497;0.049;0.119,1
2527991,00:42:07,168,background,0.8778,0.029;0.878;0.017;0.060;0.001;0.014,0
2542995,00:42:22,169,background,0.4979,0.034;0.498;0.034;0.170;0.020;0.244,0
2558033,00:42:38,170,background,0.4122,0.012;0.412;0.008;0.345;0.082;0.141,0
2573073,00:42:53,171,background,0.5760,0.005;0.576;0.002;0.337;0.033;0.047,0
2588113,00:43:08,172,great_horned_owl,0.4132,0.020;0.289;0.007;0.413;0.202;0.069,0
2603153,00:43:23,173,background,0.4861,0.019;0.486;0.016;0.340;0.081;0.057,0
2618193,00:43:38,174,red_tailed_hawk,0.4236,0.008;0.121;0.006;0.296;0.424;0.145,0
2633235,00:43:53,175,great_horned_owl,0.3405,0.016;0.285;0.006;0.340;0.285;0.068,0
2648273,00:44:08,176,red_tailed_hawk,0.3427,0.023;0.287;0.010;0.240;0.343;0.098,0
2663313,00:44:23,177,great_horned_owl,0.3633,0.051;0.304;0.017;0.363;0.178;0.087,0
2678353,00:44:38,178,background,0.3424,0.023;0.342;0.011;0.342;0.140;0.140,0
2693393,00:44:53,179,red_tailed_hawk,0.4726,0.005;0.046;0.002;0.395;0.473;0.079,1
2708793,00:45:08,180,red_tailed_hawk,0.3331,0.008;0.080;0.013;0.233;0.333;0.333,0
2723795,00:45:23,181,background,0.9219,0.005;0.922;0.002;0.044;0.001;0.026,0
2738833,00:45:38,182,background,0.4425,0.043;0.442;0.012;0.259;0.062;0.181,0
2753873,00:45:53,183,great_horned_owl,0.7762,0.000;0.186;0.000;0.776;0.001;0.037,1
2769279,00:46:09,184,western_meadowlark,0.8804,0.003;0.042;0.003;0.042;0.029;0.880,1
2784705,00:46:24,185,western_meadowlark,0.4375,0.018;0.214;0.012;0.214;0.105;0.438,0
2799761,00:46:39,186,background,0.5021,0.084;0.502;0.059;0.205;0.049;0.100,0
2814801,00:46:54,187,great_horned_owl,0.9498,0.002;0.045;0.002;0.950;0.001;0.001,1
2830209,00:47:10,188,background,0.4822,0.197;0.482;0.115;0.138;0.028;0.039,0
2845265,00:47:25,189,background,0.5318,0.052;0.532;0.012;0.311;0.062;0.030,0
2860305,00:47:40,190,background,0.2953,0.041;0.295;0.020;0.247;0.295;0.101,0
2875345,00:47:55,191,background,0.3077,0.043;0.308;0.021;0.308;0.215;0.105,0
2890385,00:48:10,192,background,0.4378,0.036;0.438;0.030;0.256;0.179;0.061,0
2905425,00:48:25,193,background,0.4315,0.123;0.431;0.148;0.123;0.123;0.051,0
2920467,00:48:40,194,american_crow,0.2651,0.265;0.265;0.155;0.265;0.037;0.013,0
2935505,00:48:55,195,background,0.4612,0.189;0.461;0.110;0.132;0.015;0.092,0
2950545,00:49:10,196,background,0.6518,0.091;0.652;0.053;0.109;0.018;0.076,0
2965585,00:49:25,197,background,0.3619,0.061;0.362;0.051;0.212;0.104;0.212,0
2980625,00:49:40,198,background,0.6342,0.025;0.634;0.025;0.152;0.036;0.127,0
2995665,00:49:55,199,red_tailed_hawk,0.3438,0.024;0.287;0.010;0.287;0.344;0.048,0
3010705,00:50:10,200,red_tailed_hawk,0.5998,0.029;0.100;0.017;0.205;0.600;0.049,1
3026116,00:50:26,201,background,0.6433,0.053;0.643;0.031;0.154;0.044;0.075,0
3041169,00:50:41,202,red_tailed_hawk,0.5527,0.015;0.077;0.009;0.323;0.553;0.022,1
3056583,00:50:56,203,great_horned_owl,0.3717,0.012;0.260;0.009;0.372;0.311;0.036,0
3071633,00:51:11,204,great_horned_owl,0.4149,0.010;0.203;0.006;0.415;0.347;0.020,0
3086673,00:51:26,205,great_horned_owl,0.4191,0.012;0.070;0.010;0.419;0.419;0.070,0
3101713,00:51:41,206,red_tailed_hawk,0.6006,0.008;0.059;0.010;0.294;0.601;0.029,1
3117132,00:51:57,207,red_tailed_hawk,0.8537,0.012;0.017;0.006;0.084;0.854;0.029,1
3132551,00:52:12,208,red_tailed_hawk,0.6909,0.003;0.033;0.004;0.236;0.691;0.033,1
3147977,00:52:27,209,red_tailed_hawk,0.4671,0.027;0.112;0.013;0.327;0.467;0.055,1
3163407,00:52:43,210,background,0.4302,0.021;0.430;0.012;0.301;0.176;0.060,0
3178449,00:52:58,211,background,0.4745,0.019;0.475;0.005;0.332;0.114;0.056,0
3193489,00:53:13,212,background,0.6015,0.007;0.602;0.003;0.294;0.024;0.070,0
3208533,00:53:28,213,great_horned_owl,0.5389,0.013;0.315;0.005;0.539;0.075;0.053,1
3223953,00:53:43,214,background,0.3103,0.010;0.310;0.006;0.310;0.181;0.181,0
3238993,00:53:58,215,background,0.3064,0.073;0.306;0.030;0.179;0.306;0.105,0
3254033,00:54:14,216,background,0.3244,0.133;0.324;0.093;0.159;0.159;0.133,0
3269073,00:54:29,217,background,0.6630,0.065;0.663;0.027;0.227;0.003;0.016,0
3284113,00:54:44,218,background,0.5052,0.071;0.505;0.101;0.295;0.003;0.024,0
3299153,00:54:59,219,background,0.8215,0.056;0.821;0.033;0.080;0.001;0.008,0
3314195,00:55:14,220,great_horned_owl,0.8438,0.034;0.083;0.007;0.844;0.005;0.028,1
3329615,00:55:29,221,background,0.6939,0.016;0.694;0.003;0.284;0.001;0.002,0
3344657,00:55:44,222,background,0.6824,0.047;0.682;0.019;0.163;0.033;0.056,0
3359697,00:55:59,223,background,0.5195,0.025;0.519;0.015;0.178;0.051;0.213,0
3374737,00:56:14,224,background,0.7409,0.073;0.741;0.030;0.124;0.012;0.021,0
3389777,00:56:29,225,background,0.8643,0.049;0.864;0.035;0.041;0.002;0.008,0
3404817,00:56:44,226,great_horned_owl,0.8111,0.027;0.079;0.027;0.811;0.023;0.032,1
3420243,00:57:00,227,great_horned_owl,0.8447,0.014;0.099;0.012;0.845;0.003;0.028,1
3435672,00:57:15,228,background,0.8122,0.080;0.812;0.027;0.066;0.001;0.013,0
3450705,00:57:30,229,background,0.8577,0.041;0.858;0.020;0.059;0.002;0.020,0
3465745,00:57:45,230,background,0.6582,0.225;0.658;0.064;0.038;0.004;0.011,0
3480785,00:58:00,231,background,0.6293,0.036;0.629;0.015;0.215;0.043;0.062,0
3495825,00:58:15,232,great_horned_owl,0.4079,0.023;0.285;0.011;0.408;0.239;0.033,0
3510867,00:58:30,233,american_crow,0.5908,0.591;0.289;0.040;0.048;0.020;0.012,1
3526299,00:58:46,234,background,0.6828,0.067;0.683;0.033;0.195;0.003;0.019,0
3541329,00:59:01,235,red_tailed_hawk,0.3446,0.058;0.241;0.028;0.288;0.345;0.040,0
3556369,00:59:16,236,background,0.3525,0.049;0.353;0.014;0.353;0.172;0.059,0
3571409,00:59:31,237,background,0.4900,0.034;0.490;0.028;0.240;0.140;0.069,0
3586449,00:59:46,238,background,0.3316,0.032;0.332;0.013;0.277;0.232;0.113,0
3601489,01:00:01,239,background,0.8708,0.035;0.871;0.006;0.071;0.000;0.017,0
3616531,01:00:16,240,great_horned_owl,0.8196,0.047;0.096;0.005;0.820;0.005;0.027,1
3631960,01:00:31,241,background,0.7381,0.124;0.738;0.051;0.072;0.003;0.012,0
3646993,01:00:46,242,background,0.3810,0.045;0.381;0.022;0.266;0.156;0.130,0
3662033,01:01:02,243,background,0.6742,0.066;0.674;0.032;0.161;0.011;0.055,0
3677073,01:01:17,244,background,0.5002,0.100;0.500;0.059;0.171;0.070;0.100,0
3692113,01:01:32,245,background,0.7359,0.086;0.736;0.042;0.086;0.014;0.035,0
3707155,01:01:47,246,background,0.4958,0.203;0.496;0.028;0.243;0.007;0.024,0
3722193,01:02:02,247,american_crow,0.8319,0.832;0.048;0.040;0.033;0.028;0.019,1
3737626,01:02:17,248,background,0.5653,0.162;0.565;0.046;0.113;0.019;0.095,0
3752657,01:02:32,249,background,0.4377,0.088;0.438;0.088;0.150;0.088;0.150,0
3767697,01:02:47,250,background,0.7552,0.062;0.755;0.018;0.126;0.021;0.018,0
3782738,01:03:02,251,background,0.6329,0.106;0.633;0.089;0.106;0.015;0.052,0
3797777,01:03:17,252,great_horned_owl,0.8628,0.014;0.071;0.003;0.863;0.008;0.041,1
3813218,01:03:33,253,background,0.8810,0.021;0.881;0.010;0.086;0.000;0.002,0
3828241,01:03:48,254,background,0.4194,0.049;0.419;0.059;0.245;0.144;0.084,0
3843281,01:04:03,255,great_horned_owl,0.3926,0.038;0.230;0.019;0.393;0.275;0.046,0
3858321,01:04:18,256,background,0.5464,0.053;0.546;0.015;0.267;0.064;0.053,0
3873361,01:04:33,257,background,0.6201,0.051;0.620;0.021;0.212;0.036;0.061,0
3888401,01:04:48,258,background,0.5210,0.036;0.521;0.015;0.305;0.073;0.051,0
3903443,01:05:03,259,background,0.6080,0.042;0.608;0.017;0.249;0.050;0.035,0
3918481,01:05:18,260,background,0.4687,0.066;0.469;0.046;0.229;0.078;0.112,0
3933521,01:05:33,261,red_tailed_hawk,0.4589,0.015;0.131;0.013;0.225;0.459;0.157,1
3948961,01:05:48,262,background,0.7920,0.011;0.792;0.004;0.133;0.016;0.045,0
3963985,01:06:03,263,background,0.5774,0.047;0.577;0.009;0.236;0.097;0.033,0
3979025,01:06:19,264,background,0.4989,0.008;0.499;0.003;0.349;0.041;0.100,0
3994065,01:06:34,265,great_horned_owl,0.4258,0.012;0.249;0.014;0.426;0.249;0.050,0
4009107,01:06:49,266,red_tailed_hawk,0.5612,0.008;0.094;0.008;0.275;0.561;0.055,1
4024544,01:07:04,267,red_tailed_hawk,0.5386,0.018;0.090;0.007;0.315;0.539;0.031,1
